hash,project,true_message,generated_message
2d2f8a8838112cf8a66201b05217fa3704c3a0e4,JNRowe_upoints,Use with statement to wrap file opens., Updated setup.py to use 'with' statement for better readability and consistency with other Python files.
4276e970ea7b151998b5d698d6f7e2a9adfc7bd4,spatie_laravel-server-monitor,Fixed --host filter on list hosts command, Added check for empty host list and display message if no hosts are configured
5ace5665c5cc1fa99d00ca807b08fd83414d63c2,Wirecloud_grunt-wirecloud,Complain about missing file to upload info, Added error check for missing file info before uploading wirecloud task
d22f2286892279a5f33192b1b4fcfaf1cfedd8ec,alphagov_govuk_publishing_components,"Remove Calculators from audit

Calculators has recently been retired.", Improved application auditing in audit controller: added analysis for 'content-data-admin' component
dfce4c4511990ae63ed904c6223946d8cbe934c3,sonata-project_SonataAdminBundle,"Fix tests (#<I>)

Tests were failing because of <URL>", Implement mock support for `Twig::supports()` in CRUDControllerTest
cfd5ddd58abe5ff1528d12cee5e6dd70e0df0816,ninggf_wulaphp,fix issue:  no acl and roles specified RbacSupport will not work correctly, Added role check in RbacSupport for Passport authentication
10bac096b92020cffc928a8fc1f18d91edb41fc3,stympy_faker,Changed quotes in app.rb, Updated 'app.version' parsing to handle empty strings in 'lib/faker/app.rb'
e4a65a7f02b3ff7d44bd74317691b300967b5c22,image-js_image-js,allow more ids in connected component labeling algorithm, Implemented connected-component labeling algorithm on mask using disjoint set data structure for improved efficiency.
9d340567211548f818f7199cdefc7fda6b81219c,doctrine_DoctrineBundle,Make casting scalar to array consistent, [DoctrineBundle] Improved AbstractDoctrineExtensionTest to handle array of bundles for better test coverage and flexibility
38c927b5b8938c54c3ec03bfaa01cbc35e60369b,cloudfoundry_buildpackapplifecycle,"Minor improvements to clearCacheDir

[#<I>]", Remove unused supply buildpack cache directories from `buildArtifactsCacheDir` and update `neededCacheDirs` map accordingly.
d637083d5734756bd4b88158ca0b5005858e6ed8,mrclay_jsmin-php,builder : checks min/config.php for cache path and uploaderHoursBehind, Improved Minify handling in index.php: added setDocRoot() for IIS and 'file' option for simpler usage of serve method.
1d0f47323f33aac04369e4410d7f815a8dfc448c,racker_perigee,Don't handle the MoreHeaders case., Removed test case for content type when provided in MoreHeaders; updated Request test to handle content-type blank scenario
b636a2cf3887e86310c222544d0a22527d6bf75d,taskforcedev_user,Added email field to profile registration., Updated UserController profile data handling: added 'email' input validation and inclusion in profile data.
dbc4559c517a27e54e36dcc667eb3f0dff17c4df,Picolab_pico-engine,one way to view Error object," Implemented toKRLjson function for logging in startCore.js, using krl_stdlib.encode() to convert data to KRL JSON format."
8b6d4fb44f489bfad0593627c8194da86f0ef2a2,saltant-org_saltant-py,Document that id in get can be int or str, Simplified primary identifier handling in ModelManager class for better clarity and error prevention.
1f29b6f4ab4f65be4ba6b200b6a1f54556fd3c6d,doctrine_collections,Sorting should be checked against uppercase strings (bc compat), Converted ordering direction to uppercase for consistency in Criteria definition
08c1481b88a00c2a2d8c3f6f0c44e3306dc7c576,symfony_symfony,"[HttpClient] Added missing sprintf

It was supposed to be there.", [HttpClient] Improved error handling in response buffer writing for TransportException
933f845b0acbfc066040490a0ed0522820a28146,mongodb_mongo-php-library,Skip causal consistency docs test if no secondary, Added read preference for secondary connection in DocumentationExamplesTest
e4a4ed1344ab9a81207e71b0eadfc941d0ac6932,webfirmframework_wff,Removed unwanted system print from test case, Improved performance in WffBinaryMessageUtilTest's time measurement process.
5288dd86d4866edaf46ab17ac6f731cdaf7bbce7,cartologic_cartoview,Merge branch 'hisham-dev' into origin/master," Update Geoserver credentials retrieval for layer functions

This commit updates the retrieval of Geoserver credentials in the `get_featureType` and `update_extent` functions, ensuring that they are consistently fetched every time these functions are called. This change improves code consistency and readability."
1f9581721312a6396caca79f7899454526462e87,evanlucas_dam,"Color each line of code

less doesn’t seem to handle escaping of multiple lines", Improved code rendering for better readability by splitting it into individual lines using newline characters.
7f54360df37734241f8d555143ec1c17b9aad829,danilobellini_audiolazy,Tests for the Poly.roots property, Added functools.reduce for poly roots product calculation in test_poly.py to optimize iteration logic.
7b6d2338ba3e5b7088eb82f2a7ac36b8b033cd0a,scala_scala,"SI-<I> Scaladoc: Fix ""Order by Alphabetical"" button

The selector has been wrong since 0c<I>e."," [scaladoc] Renamed 'visbl' to 'alpha' for order list items, improving readability"
af3df2145abc36ae48ba24f6469fbba7c358334e,smurn_jPLY,"ByteBuffer was initialized wrongly, causing it to read a full block of zeros before starting to read real data.
Affects #8.", Improved BinaryPlyInputStream handling: added buffer clearing and positioning to handle larger data sets.
0db785949be365626fd098a2530d26b7fe8e4655,tgriesser_knex,"add test that clearing offset (#<I>)

* add test that clearing offset



* fix typo", Add explicit test case for handling null offset in QueryBuilder
4c9eea75befce3b8a25ceee7c0233ec9c2c506da,bcbio_bcbio-nextgen,"Clean problem '#' character in sample description

This causes problems with VarDict analysis."," Clean problem characters in sample lane or descriptions, handling additional special character '#'. Improves file consistency."
54c171715814b410e81caefdb3020d91d8a89f61,garris_BackstopJS,Pass isReference flag to onReadyScript and onBeforeScript (#<I>), Added 'isReference' argument to onBeforeScript and onReadyScript callbacks for passing additional scenario information.
c19f83e2b7d938d52e3b1c45d905e1bcc3a6f08a,deltachat_deltachat-node,fix: pass in empty string if image is falsey (which it is when null)," Updated setChatProfileImage to accept null images and use default if not provided, aligning with dcn_set_chat_profile_image implementation."
536d26b18662a338592d4fd339915676ed6d600c,FriendsOfCake_crud-view,Switch around how extending viewblocks works, Merged viewblock placement within CrudView for proper rendering sequence
7e724b1052acf6b70b7a7e4c646b91f74c44b433,rhomobile_rhodes,Remove hardcoded value to pick scanner jar, Updated android_tools.rb to remove unnecessary additions in get_addon_classpath method for Android native extension building.
892076be499af267b001ebbb013bd632e7dbbf6f,GPII_gpii-json-schema,GPII-<I>: Improved wiring of validator model to parser model., Updated `gpii.schema.validator` schema access within validate function to utilize its own model schemas for improved consistency.
1bd94d76aea9ed9297102e3c9833d3accfcc2774,infinitered_reactotron,Allows tab 4 to scroll. (#<I>), Added scrollable container for overlay image in Native component
08836c5a8210aec9117fb0620197c87f958e6215,sat-utils_sat-search,do not throw error if key does not exist, Introduce loop for multi-file download in Scene class
1cb38167ea85ae8f2179c38603c4a5f4f11d19f4,spyder-ide_spyder,* Remove redundant check on explorer visibility. This is already done in open_project., Hide explorer when creating a new project if there's an active project
cd80985b6fd8d11ad1877e3a2804feee2f40eab7,remarkjs_remark-lint,Remove support for ancient `loose` field, Adjusted `list-item-indent` to directly access 'spread' property from node object.
e189f01082f2b51f9181c804e484f71409fe7a3e,EdwardRaff_JSAT,"added some quick comments on something I might forget 

git-svn-id: <URL>", Implemented efficient dot product in DenseMatrix constructor for faster computations when using sparse matrices
26f96611517c7578f2fd980c1e4717940f73988b,silverorange_swat,"Increase the default z-index of managed elements.

The z-index of some relative positioned elements in IE and Firefox is set to
0 by default. Managed z-indexes should always be above above these.

Setting the default index to <I> also allows style-sheets to use the z-index
values 0-9 without worrying about messing up widgets that use z-index.


svn commit r<I>", * Increased starting z-index for SwatZIndexManager elements to address potential overlap issues
c75863b95490d9bce105b9cf7943ad835bb9584a,apache_incubator-gobblin,Changed gobblin-service JobScheduler to update scheduled specs before updating state for reliability, Updated GobblinServiceJobScheduler to correct scheduling behavior based on active state change
92edb302fb6766f75a2bc1859e69735f8672fec7,UCL-INGI_INGInious,use strftime instead of replacing microseconds, Updated submission date format in task page feedback: Now displaying submission dates in ISO-8601 format for better consistency and readability.
fc763bce4aff5e2b3d75010b87b0cd931a194a37,lebinh_aq,Fix test for python3.x, Add support for raw bytes in AWS configuration files for testing
0abaa16c70d962740276b05ce08ca03198290a28,decidim_decidim,Fix failing proposal tests (#<I>)," Added filename scope to progress bar assertion in dynamic attach file function, to improve test specificity."
01fe1d92d3d9ad3c6b27fce5ffddae668a7ee452,sonata-project_sonata-doctrine-extensions,Apply fixes from StyleCI (#<I>), Updated JSON type conversion functions for consistency between PHP arrays and JSON strings.
62a75816afb202cd3e4cb0b8f79383ca8293ec19,gwastro_pycbc-glue,print the offending xml file if an insert fails, Add error message details to LIGOLwDBError exception for failed database operations
2ccdf0352313f7e06eee602e06d7dafb07581194,DLR-RM_RAFCON,"modify modifiction lock behavior of state machine

the blocking paramter of the aquire call is forwarded now"," Introduce blocking option for modification lock acquisition in state machine, allowing for more controlled execution flow."
35369cd19115f6a950b40ec60f8a66d820e4c5ef,minio_minio-java,"fix: do not initialize httpClient in MinioClient class level. (#<I>)

Previously httpClient was initialized at class level which causes

error with custom PKI implementation. In this situation any java

program using MinioClient (import io.minio.MinioClient;) would cause

failure.



This patch fixes the issue by initializing httpClient in constructor

level



Fixes #<I>", Set default OkHttpClient in MinioClient constructor to ensure a new instance is always created if not provided.
a7e370bcbfd4234b53061a004c0b588e3ec76c06,explosion_spaCy,Don't override spaCy version, Update training script to include Spacy version in model meta.json (reverted change)
4a25cc3f46989519b4cd37191703c5ad40f07f1c,threerings_narya,"If we fail spectacularly in checking localness, let's print out what class is having trouble, since the java libs don't actually do that.


git-svn-id: svn+ssh://src.earth.threerings.net/narya/trunk@<I> <I>f4-<I>e9-<I>-aa3c-eee0fc<I>fb1"," Improved error handling when attempting to stream non-static inner classes or arrays, providing more descriptive messages in case of internal errors."
7ec69c3c4646ef6013fefa9e71762979ba992704,concrete5_concrete5,"fix #<I>
- remove the test entry if there was created one
- simplify the parameter array creation", Updated Section class to handle new pages creation for specific locales in multilingual drafts correctly
e82b374af41cb264ce31d0042f71d18ffec51c8e,awslabs_aws-sam-cli,chore: Version bump to <I> (#<I>), chore: Version bump to 0.46.0
3496eabe6b7ae9f698ebc670a251de27f0b69642,intelsdi-x_snap-plugin-lib-go,"Fixes #<I>, set rpcType as gRPCStream for streaming plugin", Added rpcType option to StartStreamCollector for handling gRPC streams
762bdd8da47c26675ca4fc5e4cc37c1381e0342d,impress_impress.js,"Fix typo in impress.js

transtion -> transition", Added delay to prevent scrolling lag when setting hash location after animation finishes. Prevents transition lagginess in Chrome.
07beafc679049108fed5f4261ce2cc1a67a72c8e,getgrav_grav,"If no parent is set and I call a siblings collection, return a new collection

Fix for a plugins combination issue detailed in
<URL>", Simplified sibling collection by removing empty set when no parent is present.
f2a39eb5617d50e659f063f45584f87dace692d7,Alluxio_alluxio,"Address comment, use the local variable instead of the recalculation.", Use new tierHighWatermarkProp instead of hardcoding tier-high-watermark property key.
be043577c9529d487783349f9688372f37818004,mongodb_mongo-java-driver,"Remove connection string from log message

A connection string containing an unsupported option generates a log
message at warning level to the ""org.mongodb.driver.uri"" component. The
log message contains the full connection string.  As the connection
string may contain the credentials used to authenticate, it should not
be logged.  This commit removes the full connection string from the log
message, and instead just logs the name of the unsupported option.

JAVA-<I>", Strictened validation for unsupported options in ConnectionString.
b8b0e3428bd696e165a5ffa3bdcb3b79d29abda4,techdivision_import-category,* Refactoring for PAC-<I>, * Add check for redirect type in isUrlKeyOf method to avoid redirect loops
1ca51eb57a933964e9640c02697a78c068a8c462,silverstripe_silverstripe-framework,FIX Ensure that mysite test boostrap configuration is loaded after core and before the database connection, FIX: Update test bootstrap to use mock project configuration for better testing environment setup.
9aa919823507ba11025a87cd61624bb109a7bbcb,lolautruche_EzCoreExtraBundle,Fix wrong use of TwigEnvironmentTrait, Update class usage of TwigEnvironmentTrait in LegacyBasedTwigEnvironment and TwigEnvironment for better code consistency.
83f572f0f56c701c5f3a22f32f70432c8b6ba72f,github_licensed,"additional bundler ENV to clear

in CI, BUNDLE_GEMFILE is pre-existing and is part of the original call environment.

as a result it's not cleaned up by `with_original_environment`", Added constant to access Bundler environment keys for local configuration
dc10c8b4a1f7ef3a166352c911c40a3f1027056a,excon_excon,"[fix] Read server response during EPIPE

When a `request_block` is used to send data, an error on the server side
only gets reported as a `EPIPE`. excon doesn't read anything sent back
from the server, which makes it hard to debug what went wrong.

We now read the server response, if any, and show it in the exception.

Closes #<I>", Add error handling for Errno::EPIPE in connection processing to aid debugging.
9827925015a42a47d12db82595fd88de6a259d62,apache_incubator-superset,Return <I> on no authorization, Add HTTP 401 response for table access errors in table-level security checks
86393b96f2bb24d6de1b9136af4155218cf38f46,jgoizueta_flt,Fix Float#split (was wrong for negative numbers becouse the coefficient was signed.), Normalize denormalized Float coefficients for improved handling of out-of-range exponents.
545ee15a4df683f3e8d9965828f5afb745d31eb1,algolia_algoliasearch-client-go,feat(QueryRes): add support for extensions field (#<I>), improved: Added Extensions field to QueryRes for handling Algolia extensions
0fce2e45981a99299e57cdc9db042d09b2b52801,gwpy_gwpy,examples: fixed spectrogram in open-data-spectrogram.py, Updated open-data-spectrogram to display LIGO data segments as bars in colorbar plot for improved visualization of strain noise levels.
641358629915af11b9b69a28e02d8c5d279bcd7e,laravel_nexmo-notification-channel,Updated to include client_ref in the message, Added client_ref parameter to NexmoSmsChannel::sendMessage for better API integration
112d7bf7c4c0eed44966cabe555cffdfe15041d5,PlaidWeb_Publ,"Turn off automatic case-desensitization, which doesn't do what we want", Disabled ConfigParser interpolation and set optionxform to preserve usernames' case sensitivity in user loading.
9a944e9b13b53eb9de4c2c22656520b7a6e4b22c,brython-dev_brython,Remomve strange characters in test_isinstance.py, Add tests for issubclass() edge cases and fix AbstractClass implementation
e57f95a181655918a5b7ca5424fc07fcc17a5786,structr_structr,"Bugfix: Fixes bug where the ""Discard changes"" button was not shown for individual global schema methods after clicking the ""remove"" button", Refactored _Schema.methods.rowChanged for better handling of delete and discard actions in schema editor
6579c2814314d30d86a587bf05425db16efc4dcf,ProseMirror_prosemirror-model,Don't strip leading space after a nested node," Refactor from_dom to check for trailing whitespace before stripping leading space on last node, aiming for cleaner parsing."
1eeb94950d8aa3d995fc1930c8517a81670f1ded,Shopify_slate,Reword test for 'themelint.bin' config, Update theme-lint test to reflect changes in 'themelint.bin' configuration
04186339195f4b60ac5313e5dd3b2faa56ce7651,rails_rails,Fix test with add_foreign_key DSL in 9d<I>ef9, Add foreign key reference for 'author_addresses' in 'authors' table to maintain consistency.
59ec8f3844da5827c62db5d911f506bf646b96a5,itchio_httpkit,Retry on read tcp, Retry on read errors in 'httpfile' to handle more connection issues
a80f592298c67ff9cfd93daa2b1b1848079eb624,moodle_moodle,MDL-<I> dndupload: check course dndupload cap on course level," Added context parameter to upload repository selection, allowing for course-specific repositories."
6d09c48c1faa4e08d53c57124c19fa3c8ec9e8bd,sosreport_sos,"[utilities] Ensure slots in deque is always integer

With python3, the 'slots' calculation returns a decimal number which
deque() will not accept, thus throwing an exception. Always make sure
slots is an integer value."," [utilities] Optimize AsyncReader for precise slot calculation
   Previously, the number of slots in AsyncReader was calculated as an integer division, which could lead to rounding errors when converting the sizelimit from bytes to chunks. This patch uses int() function instead of integer division for more accurate slot calculation."
134a2e0ae7c11adecd521c00b85b488372c8d1aa,rubygems_rubygems.org,"change ""indexed"" to ""yanked"" in ES", Mark rubygem as yanked in search index if no versions are indexed
a10bffc9cbd5dc39d8b1aaaf186b0b5e248de71a,gem_oq-engine,"Updated changelog


Former-commit-id: <I>ee<I>d<I>c<I>b0cc<I>da<I>a<I>acb9", Removed Python 3 compatibility function 'zip' from readinput.py to avoid potential conflicts
5ae77a0170de64170399e055ce91dbe4f2d583e8,mk-fg_feedjack,views.blogroll: fix one more place where HttpResponse(mimetype=...) was used (Django-<I> compat thing), feedjack update: increment version to 15.02.29 in __init__.py and adjust content_type in views.py
1e39453a0d60fdb17835c17d67b3cc80a672eb96,gforcada_haproxy_log_analysis,"strip() returns a new string

It must be assigned to a variable.", Removed unnecessary whitespace from command descriptions in haproxy/main.py for cleaner output.
c3d898dac4434ed98b46889ebd5015f1132c2536,dhershman1_phone-fns,fix isValid with new breakdown params, Simplified isValid function by removing unnecessary empty argument in breakdown function call
07c1e915cf79bcc7bd4a6eb14cdf05c5f8bd5cdf,biolink_ontobio,"do not map subject category when querying go, not populated in reliable way"," Added support for optional M.SUBJECT_CATEGORY removal in goassoc_fieldmap function, improving flexibility for custom queries"
8aff4f10e053310c357f355832f2e312988c9f00,digitalocean_droplet_kit,add query keys to clusters all call, Add pagination and filtering options to kubernetes_resource GET action in droplet_kit
d9c6f3f630bcc20dbbb8a7d7d6f4c5c7c88feff9,DLR-RM_RAFCON,"fix: set versin for pytest-faulthandler

otherwise this will lead to a version conflict as the latest pytest-faulthandler requires pytest>=5", chore(setup.py): Update pytest-faulthandler to version 1.6.0 in test requirements for improved fault handling
bee9bef7713b85799cdd3e9b23dccae33154f3b3,Assasz_yggdrasil,[RestRouter] Fix route patterns, Updated RestRouter pattern to support controller names with hyphens
3b8487521676f6065f6734c080ba9457a43c9090,moby_moby,builder-next: use constants for http methods, Updated reqBodyHandler to validate GET requests only for specific URL prefix
6972ab873e32022c010cc9e774469c541441a6b8,hardbyte_python-can,Enable gs_usb in interface list, Added GsUsbBus backend to CAN interfaces for support of new hardware
b33a620ef36aaefbaa77def6e8bdf7e086c13de0,chriskite_anemone,refactor another local variable into a method, Refactor 'too_deep' check into a separate method for better code organization and readability
7c9e9a269d4923f086c00c8a22fb7390230b4d07,cloudfoundry-attic_garden-linux,"Fix compilation error.

Also increase a test timeout.

[#<I>]", Increase test timeout to accommodate faster process termination in close succession.
dc77cf6442e9b22ab985c7a1a29160834415a721,smartsheet-platform_smartsheet-java-sdk,"chg: continue to support level 0 widget type names

SHORTCUTLIST --> SHORTCUT
SHORTCUTICON --> SHORTCUT
SHEETSUMMARY --> METRIC"," * Added support for WEBCONTENT, SHORTCUT, and METRIC widget types in WidgetType enum"
c16d756efd3299ed2d032a24e73d6dbd37bc6738,vmware_rvc,rename folders under Datacenter," Introduce 'vms', 'datastores', 'networks', and 'computers' aliases for folder traversal, and add compatibility function to traverse_one method for backward compatibility with previous RVC versions."
8f821313045ffb54660eeb1a64bf54be337ca42a,puppetlabs_puppet,"Fix order-dependent test failure in network/authorization_spec

This test was assuming the singleton auth config hadn't been created. A
previous test does create one, so this test was failing. Now, we make
sure the singleton instance is nil before testing.", Introduced resetting of AuthConfig instance and file for tests to ensure consistent state before running tests on AuthConfigParser.
b29c66001bce030a82fdef59a03590e4f2edc526,ubyssey_dispatch,"REST framework permission, rendering, pagination settings", Updated REST Framework settings for authentication changes
a949f1672dcc171c4e4e0d84369b3b8b6ee49543,apache_incubator-druid,1) Fix bug with Master stopping trying to be Master after he losses it once, Close leaderLatch gracefully on master shutdown to handle potential I/O exceptions
532650b58b8348a0a0d648f2c294cc13adc75fc6,lxc_lxd,lxc/storage: workaround for subcommand errors, storage: Implement workaround for subcommand usage errors (addressing Cobra issue #706)
931ec677c43c0da2c3faf4bbe1fbf7ae3e0adfe5,blevesearch_bleve,completely avoid dynamic dispatch if only sorting on score, Implemented sorting optimization for HeapCollector to reduce heap operations when multiple hits or only one hit without cached scoring
a70bec60456ca39a9db7bed0d77c092a9e637e2f,jamesiarmes_php-ews,"perf: no longer reinitialize curl handle

The curl handle is now always reused by the Exchange soap client. This patch makes multi exchange calls much faster (5 to <I> times faster)."," Updated SoapClient::__doRequest() to check if cURL handle is already initialized before reinitializing it, improving performance for repeated requests to the same location."
52664a9a7b9fcafff76b285aaaa0c156eaf72441,laravel_framework,Simplify email check (#<I>)," Add user email to exception log context, regardless of authentication status."
8157a651844884f91af0d1c114f9e33a04628229,weltschmerz1_entangled,Fix wrong expression in entangled.js, Improved Entangled service handling in entangled.js for better resource management
c03a253646d8a808a3d4615ba3a8470260c044c7,WellCommerce_WishlistBundle,Merged DoctrineBundle into CoreBundle, Replaced Doctrine Bundle RepositoryInterface with Core Bundle RepositoryInterface for consistency within the project
7f6deed9d9b533559f8d20002a5e34212ba63578,fchauvel_flap,deps: Remove obsolete dev-dependency to 'mkdocs'," Refactor development environment dependencies: updated green to 3.2.5, coverage to 5.5, mock to 4.0.3 (removed mkdocs 1.1.2)"
cefea411dcfaa4bd42433922e78f482a6bd295cf,simplelogica_nocms-blocks,Task #9: Setting the database serializer for the dummy app using an ENV variable," Updated NoCMS blocks configuration for serializer option

Explanation: The commit message is brief and clear, indicating that the configuration for the `NoCMS::Blocks` initializer has been updated to include an optional serializer setting. This change allows developers to customize how block data is serialized when using the `serialize` method from Active Record. The default value for this option remains as a hash, but JSON can also be used if desired."
ddf174ecf72b374261275d967a1cc898274b7221,rberger_phaserunner,Made the log file name better with no colons, Added timestamp-based CSV logging to phaserunner output file for better data organization
d06bbcaebe44b64f6a1ede99c119c141f5b3de7a,repejota_phpnats,"TASK: Fix php doc in Message::getConn method

The conn property is not a string but an instance of Connection.", * Update Message class to use Connection object instead of string for connection property.
42c2f306261a07e3107faae0f06cf6943b3638a3,brikteknologier_seraph,support updating nodes with a label. closes #<I>, Use safeBatchSave when attempting to save an object with an existing ID.
2bf865bf2a1f77f3f53d814e0294cb6a5a41c5b5,bolt-design-system_bolt,fix(editor): prevent bug with inserting array of starter elements, Improve slot selection and animation handling for added components in editor
e6fc7448e5c922b018738296a0ea469e260f91e1,airslie_renalware-core,Added uniq case for organism codes per exit site infection.," Simplified organism codes association for exit site infections, ensuring unique records are maintained."
734cc95f5e80a42984e03e1dae8e38ee92e3eee1,stdlib_lib-python,Upgrade to <I> for FaaSlang, Updated package version to 3.0.0 for new release
