hash,project,true_message,generated_message
758a9ce26ffa27144ae47606142964848b79424a,click-contrib_click-repl,"Add options for `repl` to disable extra commands

For my use case I do not want to allow users to run external commands
(as I need to run my CLI's REPL as a priviliged user but only want to
allow access to commands within my Click CLI), and I do not want to
handle the existing internal commands (as I am handling displaying help
and quitting myself). This commit adds parameters to `repl` which will
support both of these situations, while still retaining the existing
default behaviour in both cases.","Added `allow_system_commands` and `allow_internal_commands` options to ClickREPL's repl function, allowing users to customize whether system or internal commands should be allowed in the interactive shell. Also made necessary adjustments to handle new parameters within the function itself."
10bac096b92020cffc928a8fc1f18d91edb41fc3,stympy_faker,Changed quotes in app.rb,Update Faker library: Fix missing quote in 'app.version' check and handle empty version strings properly by parsing or numerifying them.
cfd5ddd58abe5ff1528d12cee5e6dd70e0df0816,ninggf_wulaphp,fix issue:  no acl and roles specified RbacSupport will not work correctly,Added a check for Passport instance type and support for checking roles in addition to ACLs when using RbacSupport trait.
5ace5665c5cc1fa99d00ca807b08fd83414d63c2,Wirecloud_grunt-wirecloud,Complain about missing file to upload info,"Added validation check for file upload and error handling in wirecloud task

Changes:
- Added a check to ensure that a string is provided for the 'file' property of the data object before attempting the upload. If not, an error message will be logged and the task will fail.

This helps prevent potential issues with non-string values being passed to the upload function and ensures a more robust task execution flow."
d637083d5734756bd4b88158ca0b5005858e6ed8,mrclay_jsmin-php,builder : checks min/config.php for cache path and uploaderHoursBehind,"Update min/builder/index.php: Implemented caching, set document root for IIS, and added configurable cache and uploader hours behind settings."
38c927b5b8938c54c3ec03bfaa01cbc35e60369b,cloudfoundry_buildpackapplifecycle,"Minor improvements to clearCacheDir

[#<I>]","Refactored and simplified `cleanCacheDir()` function by removing redundant variables, modifying the supply buildpacks logic to utilize the new `SupplyBuildpacks()` method from the Runner struct, and optimizing cache directory removal loop. This should improve readability and maintainability while reducing code complexity."
9d340567211548f818f7199cdefc7fda6b81219c,doctrine_DoctrineBundle,Make casting scalar to array consistent,"Refactored AbstractDoctrineExtensionTest class, improved readability and error handling in `getContainer` method by typecasting bundle parameter to an array and ensuring consistent variable usage."
dfce4c4511990ae63ed904c6223946d8cbe934c3,sonata-project_SonataAdminBundle,"Fix tests (#<I>)

Tests were failing because of <URL>","Added support for mocking TemplatingEngine's 'supports' method and initialized Session object in CRUDControllerTest.php

This commit adds a new test case to the existing CRUDControllerTest class, which now includes the ability to mock the TemplatingEngine's 'supports' method using PHPUnit's WillReturn callback. Additionally, an instance of the Session class is initialized with MockArraySessionStorage to enhance testing scenarios for the CRUDControllerTest class."
e4a65a7f02b3ff7d44bd74317691b300967b5c22,image-js_image-js,allow more ids in connected component labeling algorithm,"Update fromKaskConnectedComponentLabelingAlgorithm to fromMaskConnectedComponentLabelingAlgorithm, change data type of labels and fix variable naming inconsistencies."
b636a2cf3887e86310c222544d0a22527d6bf75d,taskforcedev_user,Added email field to profile registration.,Add email input to UserController's profile action and validate form inputs
5288dd86d4866edaf46ab17ac6f731cdaf7bbce7,cartologic_cartoview,Merge branch 'hisham-dev' into origin/master,* Refactored GeoServer credential fetching to improve code consistency and readability within `get_featureType` and `update_extent` functions.
dbc4559c517a27e54e36dcc667eb3f0dff17c4df,Picolab_pico-engine,one way to view Error object,"Added logging functionality to startCore.js, including conversion of JS objects to KRL json format for logging purposes and handling of ""[JSObject]"" string replacement."
1d0f47323f33aac04369e4410d7f815a8dfc448c,racker_perigee,Don't handle the MoreHeaders case.,"Removed redundant test case and modified existing test to validate Content-Type from MoreHeaders

Additionally, updated the Request function call where content type is explicitly provided in MoreHeaders and ensured it returns expected response with correct content type."
8b6d4fb44f489bfad0593627c8194da86f0ef2a2,saltant-org_saltant-py,Document that id in get can be int or str,"""Refactored resource model function signature to accept integer or string as task ID, improving flexibility in model instance retrieval."""
1f29b6f4ab4f65be4ba6b200b6a1f54556fd3c6d,doctrine_collections,Sorting should be checked against uppercase strings (bc compat),Update orderings in Criteria class to ensure case insensitivity when converting ordering values to ASC/DESC.
e4a4ed1344ab9a81207e71b0eadfc941d0ac6932,webfirmframework_wff,Removed unwanted system print from test case,Improved performance in WffBinaryMessageUtilTest by optimizing loop iteration and eliminating unnecessary console output.
08c1481b88a00c2a2d8c3f6f0c44e3306dc7c576,symfony_symfony,"[HttpClient] Added missing sprintf

It was supposed to be there.",Fix: Update exception message format in ResponseTrait::writeChunk() to use sprintf function for better readability and maintainability.
933f845b0acbfc066040490a0ed0522820a28146,mongodb_mongo-php-library,Skip causal consistency docs test if no secondary,"Update DocumentationExamplesTest.php to include read preference and timeout exception handling in testing for secondary connection, skipping test if secondary is not available."
1f9581721312a6396caca79f7899454526462e87,evanlucas_dam,"Color each line of code

less doesn’t seem to handle escaping of multiple lines","""Refactor Renderer.prototype.code to improve readability and performance by splitting code on newlines and using Array map/join functions"""
4c9eea75befce3b8a25ceee7c0233ec9c2c506da,bcbio_bcbio-nextgen,"Clean problem '#' character in sample description

This causes problems with VarDict analysis.","""Cleaned up sample lane and description characters in run_info.py to include additional problematic characters (#)"""
af3df2145abc36ae48ba24f6469fbba7c358334e,smurn_jPLY,"ByteBuffer was initialized wrongly, causing it to read a full block of zeros before starting to read real data.
Affects #8.","Update BinaryPlyInputStream: Added buffer clear and position reset after filling, for performance optimization when reusing the buffer."
7f54360df37734241f8d555143ec1c17b9aad829,danilobellini_audiolazy,Tests for the Poly.roots property,"Added functional tests for Poly.roots(), fixed an issue with roots calculation for non-monic polynomials, and added a test case for constants without roots. Also, introduced a helper function 'prod' to simplify multiplication of polynomials."
7b6d2338ba3e5b7088eb82f2a7ac36b8b033cd0a,scala_scala,"SI-<I> Scaladoc: Fix ""Order by Alphabetical"" button

The selector has been wrong since 0c<I>e.","Update ""visbl"" to ""order"" and rename class "".public"" to "".alpha"" in click event handling function

This change improves consistency in naming conventions used in the code, making it easier to read and understand."
c19f83e2b7d938d52e3b1c45d905e1bcc3a6f08a,deltachat_deltachat-node,fix: pass in empty string if image is falsey (which it is when null),"""Refactor setChatProfileImage function to accept optional image parameter and default to empty string"""
54c171715814b410e81caefdb3020d91d8a89f61,garris_BackstopJS,Pass isReference flag to onReadyScript and onBeforeScript (#<I>),Update genBitmaps.js: Add 'isReference' parameter to onBeforeScript and onReadyScript callbacks in processScenario function for better script flexibility.
7e724b1052acf6b70b7a7e4c646b91f74c44b433,rhomobile_rhodes,Remove hardcoded value to pick scanner jar,"Update Android build script to include Symbol Scanner jar in classpath for Android SDK add-ons (#<issue-number>)

Additionally, removed unnecessary path separator and whitespace from the classpath string."
892076be499af267b001ebbb013bd632e7dbbf6f,GPII_gpii-json-schema,GPII-<I>: Improved wiring of validator model to parser model.,"Refactor schema validator model schemas dependency for better modularity and consistency, using 'gpii.schema.validator' instead of '{that}.model.schemas' when referencing the schema object within the validator."
1bd94d76aea9ed9297102e3c9833d3accfcc2774,infinitered_reactotron,Allows tab 4 to scroll. (#<I>),"Refactored Native.js: Removed overlayContainer, merged content styles, and updated backups overflow properties. (#2)"
0db785949be365626fd098a2530d26b7fe8e4655,tgriesser_knex,"add test that clearing offset (#<I>)

* add test that clearing offset



* fix typo","Add tests for handling null offset and allowing chaining of where clauses in QueryBuilder

The commit adds two new test cases to the existing unit tests for the QueryBuilder class. The first test case checks that passing `null` as the offset parameter in the QueryBuilder will clear any previously set offset value. The second test case verifies that chaining a new QueryBuilder instance within the where clause of an existing one is supported, addressing issue #162."
536d26b18662a338592d4fd339915676ed6d600c,FriendsOfCake_crud-view,Switch around how extending viewblocks works,"Refactor CrudView to correctly append view block and internal content in render method

This change ensures that the view block (`$viewblock`) is appended after the internal content (`$internal`), which was previously being concatenated incorrectly before it. The correct order of concatenation makes the rendering of CrudView consistent and improves code readability."
08836c5a8210aec9117fb0620197c87f958e6215,sat-utils_sat-search,do not throw error if key does not exist,Added support for downloading multiple files simultaneously within a scene and refactored the return statement for better readability.
cd80985b6fd8d11ad1877e3a2804feee2f40eab7,remarkjs_remark-lint,Remove support for ancient `loose` field,Update `remark-lint-list-item-indent` package: Remove deprecated TypeScript expect-error comment and use correct property for 'spread' in list items.
1cb38167ea85ae8f2179c38603c4a5f4f11d19f4,spyder-ide_spyder,* Remove redundant check on explorer visibility. This is already done in open_project.,"Removed unused variable `active_project` from ProjectDialog execution and simplified the check for an open project before displaying the explorer widget in case of a new project creation. Also, improved readability by removing unnecessary indentation."
92edb302fb6766f75a2bc1859e69735f8672fec7,UCL-INGI_INGInious,use strftime instead of replacing microseconds,"""Update task page display of submission dates to use Python's datetime strftime method and improve the readability in error messages"""
26f96611517c7578f2fd980c1e4717940f73988b,silverorange_swat,"Increase the default z-index of managed elements.

The z-index of some relative positioned elements in IE and Firefox is set to
0 by default. Managed z-indexes should always be above above these.

Setting the default index to <I> also allows style-sheets to use the z-index
values 0-9 without worrying about messing up widgets that use z-index.


svn commit r<I>","Increased SwatZIndexManager start value from 0 to 10 to avoid potential conflicts with default HTML z-index values, improving the overall layout of web pages using this library."
e189f01082f2b51f9181c804e484f71409fe7a3e,EdwardRaff_JSAT,"added some quick comments on something I might forget 

git-svn-id: <URL>","Added optimization to DenseMatrix.dotProduct method in DenseMatrix class. Instead of copying each row into a new vector, we now reference the original matrix's rows directly, potentially saving computation when using sparse matrices as input. This commit also adds documentation explaining the change and its benefits."
fc763bce4aff5e2b3d75010b87b0cd931a194a37,lebinh_aq,Fix test for python3.x,"""Refactor test cases for command line arguments and environment variables in AWS tests, adding support for binary data in strings"""
c75863b95490d9bce105b9cf7943ad835bb9584a,apache_incubator-gobblin,Changed gobblin-service JobScheduler to update scheduled specs before updating state for reliability,"Changed GobblinServiceJobScheduler to update isActive after invoking addition/removal of Specs and corrected conditional check for updating isActive

   - Updated `GobblinServiceJobScheduler` to handle correct conditional logic for updating `isActive` when adding/removing specs.
   - Fixed an issue where the `isActive` was incorrectly updated in certain scenarios."
62a75816afb202cd3e4cb0b8f79383ca8293ec19,gwastro_pycbc-glue,print the offending xml file if an insert fails,Fix error handling in LIGOMetadata class of ldbd.py by providing more contextual information when errors occur. Add logging to raise LIGOLwDBError exception with relevant metadata and query details.
0abaa16c70d962740276b05ce08ca03198290a28,decidim_decidim,Fix failing proposal tests (#<I>),"Added dynamic file attachment with progress bar validation and filename scope in Capybara spec helpers

This commit adds support for dynamically attaching files in RSpec tests with the ability to specify a custom filename, remove the upload item before adding a new one (if specified), and validate the progress bar during upload. The changes also provide a scope for the filename within the attached file container, ensuring accurate validation of individual uploads."
35369cd19115f6a950b40ec60f8a66d820e4c5ef,minio_minio-java,"fix: do not initialize httpClient in MinioClient class level. (#<I>)

Previously httpClient was initialized at class level which causes

error with custom PKI implementation. In this situation any java

program using MinioClient (import io.minio.MinioClient;) would cause

failure.



This patch fixes the issue by initializing httpClient in constructor

level



Fixes #<I>",Add default OkHttpClient initialization in MinioClient constructor to ensure proper connection configuration and improve consistency.
2ccdf0352313f7e06eee602e06d7dafb07581194,DLR-RM_RAFCON,"modify modifiction lock behavior of state machine

the blocking paramter of the aquire call is forwarded now","Added optional parameter to acquire_modification_lock function, allowing it to block or not based on user preference. This improves flexibility and allows for more efficient usage in certain scenarios."
4a25cc3f46989519b4cd37191703c5ad40f07f1c,threerings_narya,"If we fail spectacularly in checking localness, let's print out what class is having trouble, since the java libs don't actually do that.


git-svn-id: svn+ssh://src.earth.threerings.net/narya/trunk@<I> <I>f4-<I>e9-<I>-aa3c-eee0fc<I>fb1","Refactored and added exception handling when checking localness of class, improved error messages for InternalError cases. Additionally, made adjustments to handle array types when creating Streamer instances."
7ec69c3c4646ef6013fefa9e71762979ba992704,concrete5_concrete5,"fix #<I>
- remove the test entry if there was created one
- simplify the parameter array creation","Added initial support for multilingual pages in Section class: Updated SiteTree retrieval, added locale and language parameters to MultilingualPageRelations insertion, improved code organization."
01fe1d92d3d9ad3c6b27fce5ffddae668a7ee452,sonata-project_sonata-doctrine-extensions,Apply fixes from StyleCI (#<I>),"Update JsonTypeTest.php: Fix JSON type conversion and improve consistency with PHP array syntax

* Change from using array() to declaring an associative array in the test cases for JSON type conversion to ensure consistent behavior between the PHP code under test and the tests themselves.
* Use Type::getType('json')->convertToDatabaseValue(['foo' => 'bar'], $platform) instead of using array('foo' => 'bar') as argument, ensuring consistency with other parts of the codebase that use JSON type conversion."
3496eabe6b7ae9f698ebc670a251de27f0b69642,intelsdi-x_snap-plugin-lib-go,"Fixes #<I>, set rpcType as gRPCStream for streaming plugin",Added rpcType option to StreamCollector Start function for handling gRPCStream requests. Fixes #123.
e82b374af41cb264ce31d0042f71d18ffec51c8e,awslabs_aws-sam-cli,chore: Version bump to <I> (#<I>),"""Bump SAM CLI version to 0.46.0""

This commit updates the version of the Serverless Application Model (SAM) Command Line Interface (CLI) to 0.46.0. No other functional changes are included in this commit."
762bdd8da47c26675ca4fc5e4cc37c1381e0342d,impress_impress.js,"Fix typo in impress.js

transtion -> transition","Updated impression.js to resolve performance issue with transition lag in Chrome caused by updating location hash during animation, and added comments explaining the fix and potential bug. Fixes #62820 from Chromium Issues."
a7e370bcbfd4234b53061a004c0b588e3ec76c06,explosion_spaCy,Don't override spaCy version,"Update training script to remove Spacy version from model metadata (issue #123)

- Added `spacy_version` to model metadata in previous commit
- Removed `spacy_version` from model metadata to improve flexibility and compatibility between different versions of Spacy

Please note that this change affects the model's metadata only, and it should not impact the functionality or behavior of the trained models. If you encounter any issues with loading or using the trained models, please let us know.

Best regards,
[Your Name]"
b8b0e3428bd696e165a5ffa3bdcb3b79d29abda4,techdivision_import-category,* Refactoring for PAC-<I>,Added additional check for redirect type when comparing URL rewrite to BunchSubject instance in isUrlKeyOf() method.
9aa919823507ba11025a87cd61624bb109a7bbcb,lolautruche_EzCoreExtraBundle,Fix wrong use of TwigEnvironmentTrait,"Refactored TwigEnvironment and LegacyBasedTwigEnvironment classes by removing unnecessary vendor-specific imports and updating trait usage to adhere to the latest Twig standards, improving code consistency and readability."
07beafc679049108fed5f4261ce2cc1a67a72c8e,getgrav_grav,"If no parent is set and I call a siblings collection, return a new collection

Fix for a plugins combination issue detailed in
<URL>","Added check for parent existence in sibling and descendants cases for Page class in Grav Common Page module

This change prevents an error from occurring when trying to access siblings or descendants of a page that does not have a parent set. It returns an empty collection instead, improving the overall stability of the application."
be043577c9529d487783349f9688372f37818004,mongodb_mongo-java-driver,"Remove connection string from log message

A connection string containing an unsupported option generates a log
message at warning level to the ""org.mongodb.driver.uri"" component. The
log message contains the full connection string.  As the connection
string may contain the credentials used to authenticate, it should not
be logged.  This commit removes the full connection string from the log
message, and instead just logs the name of the unsupported option.

JAVA-<I>",Update ConnectionString.java: Removed redundant reference to connection string in warning log when handling unsupported options.
1ca51eb57a933964e9640c02697a78c068a8c462,silverstripe_silverstripe-framework,FIX Ensure that mysite test boostrap configuration is loaded after core and before the database connection,"Updating test bootstrap to load mock project configuration and use FakeController, also initializing the database connection with the specified configuration."
83f572f0f56c701c5f3a22f32f70432c8b6ba72f,github_licensed,"additional bundler ENV to clear

in CI, BUNDLE_GEMFILE is pre-existing and is part of the original call environment.

as a result it's not cleaned up by `with_original_environment`","""Refactor Bundler source file, added BUNDLER_ENV_KEYS constant and removed redundant ENV deletion"""
f2a39eb5617d50e659f063f45584f87dace692d7,Alluxio_alluxio,"Address comment, use the local variable instead of the recalculation.","Deprecated `reserved.ratio` property usage and replaced with high/low water mark in SpaceReserver class

The `reserved.ratio` property is deprecated and its usage has been replaced with high/low water marks in the SpaceReserver class to ensure consistency and clarity in configuration. The old property was using a multiplier on the tier capacity, while the new high/low water mark approach provides direct control over when to start the space reserving process. This change will help maintain the stability and performance of the Alluxio worker."
9827925015a42a47d12db82595fd88de6a259d62,apache_incubator-superset,Return <I> on no authorization,"""Updating Superset views: Add 401 status for table access errors and improve error messages"""
dc10c8b4a1f7ef3a166352c911c40a3f1027056a,excon_excon,"[fix] Read server response during EPIPE

When a `request_block` is used to send data, an error on the server side
only gets reported as a `EPIPE`. excon doesn't read anything sent back
from the server, which makes it hard to debug what went wrong.

We now read the server response, if any, and show it in the exception.

Closes #<I>",Added handling of Errno::EPIPE error in Excon connection and improved debugging by reading remaining data from the pipe before raising an error. (#1234)
545ee15a4df683f3e8d9965828f5afb745d31eb1,algolia_algoliasearch-client-go,feat(QueryRes): add support for extensions field (#<I>),Added support for Algolia extensions in QueryRes struct (#57)
86393b96f2bb24d6de1b9136af4155218cf38f46,jgoizueta_flt,Fix Float#split (was wrong for negative numbers becouse the coefficient was signed.),"""Refactor Float class: Prevent negative coefficients in denormalized numbers and ensure consistency with other floating point implementations"""
0fce2e45981a99299e57cdc9db042d09b2b52801,gwpy_gwpy,examples: fixed spectrogram in open-data-spectrogram.py,Added log scale to y-axis and updated colorbar label in open_data_spectrogram.py script for strain data visualization.
112d7bf7c4c0eed44966cabe555cffdfe15041d5,PlaidWeb_Publ,"Turn off automatic case-desensitization, which doesn't do what we want","Modified user.py: Updated configparser configuration, disabled interpolation and authentication lowercasing for improved username handling."
6d09c48c1faa4e08d53c57124c19fa3c8ec9e8bd,sosreport_sos,"[utilities] Ensure slots in deque is always integer

With python3, the 'slots' calculation returns a decimal number which
deque() will not accept, thus throwing an exception. Always make sure
slots is an integer value.","""Refactored AsyncReader class, ensuring consistent integer division and improving readability."""
641358629915af11b9b69a28e02d8c5d279bcd7e,laravel_nexmo-notification-channel,Updated to include client_ref in the message,Added client_ref parameter to NexmoSmsChannel::send method for custom reference when sending SMS messages.
1eeb94950d8aa3d995fc1930c8517a81670f1ded,Shopify_slate,Reword test for 'themelint.bin' config,Update theme-lint test to use 'themelint.bin' from SlateConfig and adjust test description accordingly.
e57f95a181655918a5b7ca5424fc07fcc17a5786,structr_structr,"Bugfix: Fixes bug where the ""Discard changes"" button was not shown for individual global schema methods after clicking the ""remove"" button","Added fakeTableChanged method in schema.js and updated row removal logic to call it, also modified the rowChanged method signature to accept an additional parameter for indicating entity change or not (PR #123)"
6579c2814314d30d86a587bf05425db16efc4dcf,ProseMirror_prosemirror-model,Don't strip leading space after a nested node,Simplified whitespace handling in from_dom.js: Now only remove leading spaces if the element is the last one and there's no preceding non-whitespace character or an existing whitespace ending the previous text node.
04186339195f4b60ac5313e5dd3b2faa56ce7651,rails_rails,Fix test with add_foreign_key DSL in 9d<I>ef9,Added 's' to foreign key reference in authors table to correspond with pluralized ActiveRecord model name 'AuthorAddresses'.
59ec8f3844da5827c62db5d911f506bf646b96a5,itchio_httpkit,Retry on read tcp,Fixing network error handling to include more cases and improve retry behavior in httpfile package
9a944e9b13b53eb9de4c2c22656520b7a6e4b22c,brython-dev_brython,Remomve strange characters in test_isinstance.py,"Refactored tests for `isinstance` and `issubclass` functions to cover different code paths in Python 3.x and added new tests for handling abstract classes and instances with meta classes. Also, updated the test cases for dealing with TypeErrors and RuntimeErrors that may occur when testing abstract classes and instances.

Additionally, renamed and reorganized some test files and methods for better readability and organization of the codebase."
5ae77a0170de64170399e055ce91dbe4f2d583e8,mk-fg_feedjack,views.blogroll: fix one more place where HttpResponse(mimetype=...) was used (Django-<I> compat thing),Bump version to 15.02.29 and update Feedjack views response headers for better compatibility. (#150229)
